,default,data_uid,duration_in_month,credit_amount,Balance,Payment_Delay,installment_as_income_perc,age,States,Zipcode,Date,GDP,purpose_da,purpose_car,purpose_rep,purpose_bns,purpose_vac,purpose_edu,personal_status_sex_male,personal_status_sex_female,other_debtors_gnt,savings_.. >= 1000 DM ,savings_... < 100 DM,savings_100 <= ... < 500 DM,savings_500 <= ... < 1000 DM ,savings_unknown/ no savings account,present_emp_since_.. >= 7 years,present_emp_since_... < 1 year ,present_emp_since_1 <= ... < 4 years,present_emp_since_4 <= ... < 7 years,present_emp_since_unemployed,property_if not A121 : building society savings agreement/ life insurance,"property_if not A121/A122 : car or other, not in attribute 6",property_real estate,property_unknown / no property,other_installment_plans_bank,other_installment_plans_none,other_installment_plans_stores,housing_for free,housing_own,housing_rent,job_management/ self-employed/ highly qualified employee/ officer,job_skilled employee / official,job_unemployed/ unskilled - non-resident,job_unskilled - resident,foreign_worker_no,foreign_worker_yes
16,0,prj01-ds01-raw-0000017,24,2424,1285,1,4,53,Kansas,66104,1/29/2016,0.83,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
516,0,prj01-ds01-raw-0000517,6,1361,721,0,2,40,Connecticut,6001,8/30/2014,1.43,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
343,0,prj01-ds01-raw-0000344,18,4439,2131,0,1,33,Oregon,97201,3/10/2016,1.23,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
828,1,prj01-ds01-raw-0000829,36,8335,4584,3,3,47,Idaho,83201,8/25/2012,0.36,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
590,0,prj01-ds01-raw-0000591,12,1385,734,1,4,58,New Hampshire,3031,2/19/2012,0.42,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
889,0,prj01-ds01-raw-0000890,28,7824,3521,0,3,40,Michigan,48002,8/29/2016,2.64,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
826,1,prj01-ds01-raw-0000827,18,3966,2181,3,1,33,Georgia,30002,8/19/2011,2.85,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1
174,1,prj01-ds01-raw-0000175,21,3414,2048,2,2,26,Massachusetts,1001,6/4/2011,2.75,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
940,0,prj01-ds01-raw-0000941,12,3527,1693,0,2,45,Michigan,48002,6/21/2012,2.64,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
541,0,prj01-ds01-raw-0000542,24,2032,813,3,4,60,New Mexico,87001,7/30/2013,0.51,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
453,0,prj01-ds01-raw-0000454,24,2670,1282,0,4,35,Vermont,5001,8/2/2010,0.17,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
660,0,prj01-ds01-raw-0000661,12,1297,623,0,3,23,West Virginia,24811,5/27/2016,0.4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
186,1,prj01-ds01-raw-0000187,9,5129,2821,1,2,74,North Carolina,27007,9/29/2011,2.81,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
921,0,prj01-ds01-raw-0000922,48,12749,5100,5,4,37,Arkansas,71630,10/17/2012,0.65,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
370,0,prj01-ds01-raw-0000371,36,3079,1478,0,4,36,Illinois,60002,1/27/2011,4.29,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
550,0,prj01-ds01-raw-0000551,12,996,528,0,4,23,South Carolina,29401,3/12/2010,1.14,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
7,0,prj01-ds01-raw-0000008,36,6948,3335,0,2,35,Delaware,19706,5/1/2015,0.38,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
752,0,prj01-ds01-raw-0000753,12,841,404,0,2,23,Pennsylvania,15005,11/10/2011,3.93,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
468,0,prj01-ds01-raw-0000469,33,2764,1106,4,2,26,Florida,32004,5/18/2016,5.02,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
930,0,prj01-ds01-raw-0000931,24,1747,839,0,4,24,Idaho,83201,8/5/2014,0.36,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
140,0,prj01-ds01-raw-0000141,6,709,340,0,2,27,Pennsylvania,15005,7/2/2014,3.93,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
353,1,prj01-ds01-raw-0000354,12,6199,3409,2,4,28,Washington,98001,10/10/2016,2.55,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
900,1,prj01-ds01-raw-0000901,16,2625,1444,3,2,43,North Carolina,27007,7/26/2016,2.81,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
450,0,prj01-ds01-raw-0000451,36,11054,5859,2,4,30,Tennessee,37010,7/22/2010,1.78,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
614,1,prj01-ds01-raw-0000615,18,1808,1085,2,4,22,Arizona,85001,4/13/2015,1.64,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
704,0,prj01-ds01-raw-0000705,27,2528,1213,0,4,32,South Dakota,57117,2/28/2016,0.26,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
21,0,prj01-ds01-raw-0000022,6,2647,1271,0,2,44,Massachusetts,1001,4/20/2013,2.75,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
39,0,prj01-ds01-raw-0000040,9,1452,697,0,4,24,Rhode Island,2801,11/1/2016,0.31,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
295,1,prj01-ds01-raw-0000296,48,9960,4951,4,1,26,South Carolina,29401,10/10/2013,1.14,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
222,0,prj01-ds01-raw-0000223,12,707,339,0,4,30,Louisiana,70001,2/3/2016,1.27,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
976,0,prj01-ds01-raw-0000977,6,753,361,0,2,64,Delaware,19706,11/27/2015,0.38,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
183,0,prj01-ds01-raw-0000184,24,3777,2002,2,4,50,New Jersey,7002,12/2/2013,3.15,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
185,0,prj01-ds01-raw-0000186,15,1360,721,1,4,31,New York,10001,10/14/2016,8.06,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
884,1,prj01-ds01-raw-0000885,24,4057,2231,3,3,43,Kentucky,40003,4/23/2012,1.07,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
718,0,prj01-ds01-raw-0000719,24,3148,1668,1,3,31,California,90001,7/18/2016,14.1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
957,0,prj01-ds01-raw-0000958,9,1154,612,0,2,37,Rhode Island,2801,5/29/2014,0.31,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
259,0,prj01-ds01-raw-0000260,11,1154,612,0,4,57,California,90001,6/16/2010,14.1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
97,0,prj01-ds01-raw-0000098,18,2622,1259,0,4,34,Virginia,20103,6/9/2013,2.68,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
68,1,prj01-ds01-raw-0000069,36,1819,896,4,4,37,Kentucky,40003,12/2/2011,1.07,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
740,0,prj01-ds01-raw-0000741,24,2325,1046,0,2,32,Montana,59801,5/15/2013,0.25,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
19,0,prj01-ds01-raw-0000020,24,3430,1646,0,3,31,Maine,3901,2/10/2014,0.32,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
348,0,prj01-ds01-raw-0000349,6,1743,697,1,1,34,Tennessee,37010,8/6/2011,1.78,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
737,0,prj01-ds01-raw-0000738,18,4380,2102,0,3,35,Minnesota,55001,5/29/2013,1.82,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1
61,0,prj01-ds01-raw-0000062,15,1537,815,1,4,50,Georgia,30002,3/30/2014,2.85,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
782,0,prj01-ds01-raw-0000783,12,1410,635,0,2,31,Kentucky,40003,6/11/2010,1.07,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
689,0,prj01-ds01-raw-0000690,12,3651,1752,0,1,31,Montana,59801,3/3/2010,0.25,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
111,0,prj01-ds01-raw-0000112,15,392,188,0,4,23,Florida,32004,12/16/2014,5.02,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
886,0,prj01-ds01-raw-0000887,24,2825,1497,1,4,34,Maine,3901,7/21/2014,0.32,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
998,1,prj01-ds01-raw-0000999,45,1845,1015,4,4,23,New Hampshire,3031,11/3/2015,0.42,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
162,0,prj01-ds01-raw-0000163,15,1262,606,0,4,36,Florida,32004,5/9/2014,5.02,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
911,1,prj01-ds01-raw-0000912,24,4736,2605,3,2,25,Utah,84101,6/13/2013,0.85,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
276,0,prj01-ds01-raw-0000277,18,2404,1274,0,2,26,Massachusetts,1001,10/25/2016,2.75,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
274,1,prj01-ds01-raw-0000275,30,11998,8234,3,1,34,Maine,3901,10/3/2013,0.32,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
743,0,prj01-ds01-raw-0000744,24,2483,1117,0,4,22,New Hampshire,3031,1/3/2016,0.42,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
804,0,prj01-ds01-raw-0000805,12,7472,3587,0,1,24,Rhode Island,2801,5/12/2014,0.31,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
684,0,prj01-ds01-raw-0000685,36,9857,3943,4,1,31,Massachusetts,1001,11/14/2010,2.75,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
771,1,prj01-ds01-raw-0000772,36,8065,4436,4,3,25,Connecticut,6001,7/31/2011,1.43,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
339,0,prj01-ds01-raw-0000340,10,1521,730,0,4,31,North Carolina,27007,11/13/2015,2.81,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1
411,0,prj01-ds01-raw-0000412,33,7253,3844,2,3,35,Arkansas,71630,8/10/2010,0.65,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
615,0,prj01-ds01-raw-0000616,48,12204,5492,0,2,48,Arkansas,71630,6/29/2012,0.65,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
627,1,prj01-ds01-raw-0000628,9,1437,790,1,2,29,Iowa,50001,5/16/2014,0.97,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
355,1,prj01-ds01-raw-0000356,24,1246,685,3,4,23,Wisconsin,53001,2/6/2013,1.68,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
287,0,prj01-ds01-raw-0000288,48,7582,3033,4,2,31,New York,10001,4/17/2016,8.06,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
598,1,prj01-ds01-raw-0000599,18,2775,1526,3,2,31,Oregon,97201,3/29/2011,1.23,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
350,0,prj01-ds01-raw-0000351,9,1236,593,0,1,23,Utah,84101,4/19/2013,0.85,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
622,1,prj01-ds01-raw-0000623,48,3914,1761,5,4,38,Georgia,30002,3/29/2016,2.85,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
288,0,prj01-ds01-raw-0000289,12,1092,524,0,4,49,North Carolina,27007,12/28/2010,2.81,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
932,0,prj01-ds01-raw-0000933,9,1224,649,0,3,30,Indiana,46001,10/6/2012,1.85,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
972,1,prj01-ds01-raw-0000973,24,1193,656,3,1,29,Arkansas,71630,3/28/2016,0.65,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
995,0,prj01-ds01-raw-0000996,12,1736,833,0,3,31,Montana,59801,7/8/2014,0.25,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
738,0,prj01-ds01-raw-0000739,6,6761,3583,0,1,45,Mississippi,38601,9/27/2014,0.58,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1
181,1,prj01-ds01-raw-0000182,36,4455,2673,5,2,30,Nevada,89001,1/11/2014,0.8,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1
948,1,prj01-ds01-raw-0000949,18,1533,843,2,4,43,New Jersey,7002,7/1/2013,3.15,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
95,1,prj01-ds01-raw-0000096,54,12112,6662,4,3,58,Utah,84101,12/28/2015,0.85,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
733,0,prj01-ds01-raw-0000734,24,2603,1249,0,2,28,Maine,3901,7/6/2010,0.32,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
345,0,prj01-ds01-raw-0000346,15,1459,773,1,4,43,Rhode Island,2801,4/7/2011,0.31,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1
41,0,prj01-ds01-raw-0000042,12,1158,556,0,3,26,South Dakota,57117,2/8/2014,0.26,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
877,0,prj01-ds01-raw-0000878,36,3595,1726,0,4,28,Georgia,30002,6/20/2015,2.85,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
862,1,prj01-ds01-raw-0000863,24,2439,1341,3,4,35,Virginia,20103,11/4/2012,2.68,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
586,0,prj01-ds01-raw-0000587,9,2799,1483,0,2,36,Missouri,63102,12/30/2010,1.63,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
431,1,prj01-ds01-raw-0000432,24,11328,5098,3,2,29,Minnesota,55001,6/9/2014,1.82,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
238,0,prj01-ds01-raw-0000239,12,1291,684,1,4,35,North Dakota,58103,4/11/2010,0.28,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
965,0,prj01-ds01-raw-0000966,30,1715,823,0,4,26,Washington,98001,8/29/2011,2.55,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
707,1,prj01-ds01-raw-0000708,12,2969,1633,2,4,25,Utah,84101,1/4/2010,0.85,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
713,0,prj01-ds01-raw-0000714,9,1138,603,0,4,25,Wyoming,82601,11/9/2016,0.21,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
567,0,prj01-ds01-raw-0000568,24,2578,1366,1,2,34,Connecticut,6001,1/30/2014,1.43,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
129,1,prj01-ds01-raw-0000130,12,3499,1924,3,3,29,Nebraska,68001,5/5/2010,0.62,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
849,1,prj01-ds01-raw-0000850,12,709,390,2,4,57,North Carolina,27007,1/9/2016,2.81,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
220,0,prj01-ds01-raw-0000221,12,625,300,0,4,26,Kansas,66104,9/24/2012,0.83,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
349,1,prj01-ds01-raw-0000350,9,1136,625,2,4,32,Texas,73301,5/18/2013,8.76,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
982,0,prj01-ds01-raw-0000983,21,2923,1403,0,1,28,Illinois,60002,12/8/2015,4.29,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
791,0,prj01-ds01-raw-0000792,24,6313,3030,0,3,41,Montana,59801,8/25/2010,0.25,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
245,0,prj01-ds01-raw-0000246,24,1258,604,0,4,25,South Dakota,57117,9/15/2015,0.26,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
710,0,prj01-ds01-raw-0000711,18,4629,2453,0,4,32,Washington,98001,10/6/2016,2.55,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
473,0,prj01-ds01-raw-0000474,6,1238,594,0,4,36,Indiana,46001,2/12/2011,1.85,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
799,0,prj01-ds01-raw-0000800,9,1549,744,0,4,35,North Dakota,58103,3/15/2010,0.28,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
73,0,prj01-ds01-raw-0000074,42,5954,3156,3,2,41,Michigan,48002,4/9/2015,2.64,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
524,0,prj01-ds01-raw-0000525,18,1113,534,0,4,26,Indiana,46001,10/21/2011,1.85,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
985,0,prj01-ds01-raw-0000986,15,1433,759,0,4,25,Kansas,66104,11/6/2014,0.83,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
198,0,prj01-ds01-raw-0000199,24,2760,1325,1,4,36,Vermont,5001,7/12/2011,0.17,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
860,0,prj01-ds01-raw-0000861,24,5804,3076,1,4,27,Utah,84101,7/4/2016,0.85,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
23,0,prj01-ds01-raw-0000024,12,1804,956,1,3,44,Minnesota,55001,12/20/2014,1.82,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
231,0,prj01-ds01-raw-0000232,9,2507,1203,1,2,51,Nebraska,68001,11/14/2016,0.62,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1
217,0,prj01-ds01-raw-0000218,36,3913,1878,0,2,23,Illinois,60002,5/14/2013,4.29,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
166,1,prj01-ds01-raw-0000167,18,1131,553,2,4,33,Illinois,60002,5/31/2013,4.29,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
234,0,prj01-ds01-raw-0000235,4,1544,818,0,2,42,New Jersey,7002,3/17/2013,3.15,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
502,0,prj01-ds01-raw-0000503,9,1126,540,0,2,49,Texas,73301,9/18/2012,8.76,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1
364,1,prj01-ds01-raw-0000365,18,2473,1360,2,4,25,Delaware,19706,11/4/2012,0.38,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
414,1,prj01-ds01-raw-0000415,24,1381,760,3,4,35,Connecticut,6001,2/1/2014,1.43,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
996,0,prj01-ds01-raw-0000997,30,3857,1851,0,4,40,Nebraska,68001,8/5/2012,0.62,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1
587,0,prj01-ds01-raw-0000588,12,1289,619,0,4,21,Montana,59801,9/22/2016,0.25,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1
